label,i_max,t_max,threads,time_sec,normalized
results_test_guided4k,50000,131072,4,3.933760,6.002441406e-10
results_test_guided4k,50000,131072,6,4.485280,6.843994141e-10
results_test_guided4k,50000,131072,8,4.672480,7.129638672e-10
results_test_guided4k,50000,131072,12,5.181020,7.905609131e-10
results_test_guided4k,50000,131072,14,5.104330,7.788589478e-10
results_test_guided4k,50000,131072,16,5.385360,8.217407227e-10
results_test_guided4k,50000,131072,32,9.354230,1.427342224e-09
results_test_guided4k,100000,65536,1,10.609700,1.618911743e-09
results_test_guided4k,100000,65536,2,5.403600,8.245239258e-10
results_test_guided4k,100000,65536,4,4.056180,6.189239502e-10
results_test_guided4k,100000,65536,6,2.364540,3.608001709e-10
results_test_guided4k,100000,65536,8,2.374190,3.622726440e-10
results_test_guided4k,100000,65536,12,2.700520,4.120666504e-10
results_test_guided4k,100000,65536,14,2.564000,3.912353516e-10
results_test_guided4k,100000,65536,16,2.809240,4.286560059e-10
results_test_guided4k,100000,65536,32,4.841500,7.387542725e-10
results_test_guided4k,1000000,8192,1,15.361600,1.875195312e-09
results_test_guided4k,1000000,8192,2,7.549340,9.215502930e-10
results_test_guided4k,1000000,8192,4,4.282550,5.227722168e-10
results_test_guided4k,1000000,8192,6,3.613130,4.410559082e-10
results_test_guided4k,1000000,8192,8,3.232560,3.945996094e-10
results_test_guided4k,1000000,8192,12,1.631730,1.991857910e-10
results_test_guided4k,1000000,8192,14,1.418840,1.731982422e-10
results_test_guided4k,1000000,8192,16,1.191250,1.454162598e-10
results_test_guided4k,1000000,8192,32,1.151270,1.405358887e-10
results_test_guided4k,5000000,1024,1,10.574800,2.065390625e-09
results_test_guided4k,5000000,1024,2,6.081580,1.187808594e-09
results_test_guided4k,5000000,1024,4,3.895770,7.608925781e-10
results_test_guided4k,5000000,1024,6,3.688140,7.203398438e-10
results_test_guided4k,5000000,1024,8,3.712450,7.250878906e-10
results_test_guided4k,5000000,1024,12,9.435280,1.842828125e-09
results_test_guided4k,5000000,1024,14,9.020670,1.761849609e-09
results_test_guided4k,5000000,1024,16,8.184570,1.598548828e-09
results_test_guided4k,5000000,1024,32,7.022750,1.371630859e-09
results_test_guided4k,10000000,512,1,10.583700,2.067128906e-09
results_test_guided4k,10000000,512,2,6.432650,1.256376953e-09
results_test_guided4k,10000000,512,4,3.861470,7.541933594e-10
results_test_guided4k,10000000,512,6,3.700790,7.228105469e-10
results_test_guided4k,10000000,512,8,3.686810,7.200800781e-10
results_test_guided4k,10000000,512,12,6.723570,1.313197266e-09
results_test_guided4k,10000000,512,14,7.280090,1.421892578e-09
results_test_guided4k,10000000,512,16,8.284090,1.617986328e-09
results_test_guided4k,10000000,512,32,7.981950,1.558974609e-09
results_test_guided4k,50000000,256,1,27.073200,2.115093750e-09
results_test_guided4k,50000000,256,2,15.837500,1.237304688e-09
results_test_guided4k,50000000,256,4,10.104300,7.893984375e-10
results_test_guided4k,50000000,256,6,9.120200,7.125156250e-10
results_test_guided4k,50000000,256,8,8.949300,6.991640625e-10
results_test_guided4k,50000000,256,12,11.446000,8.942187500e-10
results_test_guided4k,50000000,256,14,10.153100,7.932109375e-10
results_test_guided4k,50000000,256,16,11.525400,9.004218750e-10
results_test_guided4k,50000000,256,32,10.774200,8.417343750e-10
results_test_guided4k,100000000,256,1,54.278600,2.120257812e-09
results_test_guided4k,100000000,256,2,30.195300,1.179503906e-09
results_test_guided4k,100000000,256,4,20.146200,7.869609375e-10
results_test_guided4k,100000000,256,6,18.296800,7.147187500e-10
results_test_guided4k,100000000,256,8,17.834600,6.966640625e-10
results_test_guided4k,100000000,256,12,20.323700,7.938945312e-10
results_test_guided4k,100000000,256,14,18.231100,7.121523438e-10
results_test_guided4k,100000000,256,16,20.163200,7.876250000e-10
results_test_guided4k,100000000,256,32,17.783800,6.946796875e-10
results_test_static16k,1000,8388608,1,17.801200,2.122068405e-09
results_test_static16k,1000,8388608,2,20.572400,2.452421188e-09
results_test_static16k,1000,8388608,4,23.301200,2.777719498e-09
results_test_static16k,1000,8388608,6,27.083400,3.228592873e-09
results_test_static16k,1000,8388608,8,30.288800,3.610706329e-09
results_test_static16k,1000,8388608,12,77.350500,9.220898151e-09
results_test_static16k,1000,8388608,14,84.018300,1.001576185e-08
results_test_static16k,1000,8388608,16,92.309200,1.100411415e-08
results_test_static16k,1000,8388608,32,88.714000,1.057553291e-08
results_test_static16k,10000,1048576,1,17.163300,1.636819839e-09
results_test_static16k,10000,1048576,2,18.037700,1.720209122e-09
results_test_static16k,10000,1048576,4,19.263800,1.837139130e-09
results_test_static16k,10000,1048576,6,20.964100,1.999292374e-09
results_test_static16k,10000,1048576,8,22.040900,2.101984024e-09
results_test_static16k,10000,1048576,12,26.073000,2.486515045e-09
results_test_static16k,10000,1048576,14,27.160500,2.590227127e-09
results_test_static16k,10000,1048576,16,28.139200,2.683563232e-09
results_test_static16k,10000,1048576,32,30.132700,2.873678207e-09
results_test_static16k,50000,131072,1,10.614800,1.619689941e-09
results_test_static16k,50000,131072,2,7.364700,1.123764038e-09
results_test_static16k,50000,131072,4,4.293780,6.551788330e-10
results_test_static16k,50000,131072,6,4.237270,6.465560913e-10
results_test_static16k,50000,131072,8,4.840480,7.385986328e-10
results_test_static16k,50000,131072,12,5.590900,8.531036377e-10
results_test_static16k,50000,131072,14,5.091800,7.769470215e-10
results_test_static16k,50000,131072,16,5.808590,8.863204956e-10
results_test_static16k,50000,131072,32,9.392690,1.433210754e-09
results_test_static16k,100000,65536,1,10.753100,1.640792847e-09
results_test_static16k,100000,65536,2,5.471330,8.348587036e-10
results_test_static16k,100000,65536,4,3.993320,6.093322754e-10
results_test_static16k,100000,65536,6,2.364720,3.608276367e-10
results_test_static16k,100000,65536,8,2.372620,3.620330811e-10
results_test_static16k,100000,65536,12,2.590310,3.952499390e-10
results_test_static16k,100000,65536,14,2.976230,4.541366577e-10
results_test_static16k,100000,65536,16,2.939390,4.485153198e-10
results_test_static16k,100000,65536,32,4.812300,7.342987061e-10
results_test_static16k,1000000,8192,1,15.165600,1.851269531e-09
results_test_static16k,1000000,8192,2,7.626030,9.309118652e-10
results_test_static16k,1000000,8192,4,4.775120,5.829003906e-10
results_test_static16k,1000000,8192,6,3.594860,4.388256836e-10
results_test_static16k,1000000,8192,8,3.302730,4.031652832e-10
results_test_static16k,1000000,8192,12,1.677080,2.047216797e-10
results_test_static16k,1000000,8192,14,1.404510,1.714489746e-10
results_test_static16k,1000000,8192,16,1.201720,1.466943359e-10
results_test_static16k,1000000,8192,32,1.158120,1.413720703e-10
results_test_static16k,5000000,1024,1,10.560800,2.062656250e-09
results_test_static16k,5000000,1024,2,5.569320,1.087757813e-09
results_test_static16k,5000000,1024,4,3.942470,7.700136719e-10
results_test_static16k,5000000,1024,6,3.743600,7.311718750e-10
results_test_static16k,5000000,1024,8,3.688330,7.203769531e-10
results_test_static16k,5000000,1024,12,9.356580,1.827457031e-09
results_test_static16k,5000000,1024,14,7.781680,1.519859375e-09
results_test_static16k,5000000,1024,16,9.130460,1.783292969e-09
results_test_static16k,5000000,1024,32,7.731610,1.510080078e-09
results_test_static16k,10000000,512,1,10.632100,2.076582031e-09
results_test_static16k,10000000,512,2,5.903690,1.153064453e-09
results_test_static16k,10000000,512,4,3.864910,7.548652344e-10
results_test_static16k,10000000,512,6,3.712740,7.251445313e-10
results_test_static16k,10000000,512,8,3.718060,7.261835937e-10
results_test_static16k,10000000,512,12,6.279850,1.226533203e-09
results_test_static16k,10000000,512,14,6.224670,1.215755859e-09
results_test_static16k,10000000,512,16,5.917700,1.155800781e-09
results_test_static16k,10000000,512,32,8.593470,1.678412109e-09
results_test_static16k,50000000,256,1,27.519400,2.149953125e-09
results_test_static16k,50000000,256,2,16.003100,1.250242188e-09
results_test_static16k,50000000,256,4,10.041400,7.844843750e-10
results_test_static16k,50000000,256,6,9.152590,7.150460938e-10
results_test_static16k,50000000,256,8,8.967620,7.005953125e-10
results_test_static16k,50000000,256,12,9.857860,7.701453125e-10
results_test_static16k,50000000,256,14,10.657100,8.325859375e-10
results_test_static16k,50000000,256,16,10.790700,8.430234375e-10
results_test_static16k,50000000,256,32,10.762800,8.408437500e-10
results_test_static16k,100000000,256,1,54.384700,2.124402344e-09
results_test_static16k,100000000,256,2,32.830400,1.282437500e-09
results_test_static16k,100000000,256,4,20.394900,7.966757812e-10
results_test_static16k,100000000,256,6,18.222700,7.118242188e-10
results_test_static16k,100000000,256,8,17.847900,6.971835937e-10
results_test_static16k,100000000,256,12,19.719000,7.702734375e-10
results_test_static16k,100000000,256,14,19.968500,7.800195312e-10
results_test_static16k,100000000,256,16,19.545300,7.634882813e-10
results_test_static16k,100000000,256,32,18.388600,7.183046875e-10
results_test_static65k,1000,8388608,1,17.783400,2.119946480e-09
results_test_static65k,1000,8388608,2,20.780100,2.477180958e-09
results_test_static65k,1000,8388608,4,23.077500,2.751052380e-09
results_test_static65k,1000,8388608,6,27.475000,3.275275230e-09
results_test_static65k,1000,8388608,8,30.250400,3.606128693e-09
results_test_static65k,1000,8388608,12,74.863100,8.924376965e-09
results_test_static65k,1000,8388608,14,84.658400,1.009206772e-08
results_test_static65k,1000,8388608,16,92.699600,1.105065346e-08
results_test_static65k,1000,8388608,32,88.393400,1.053731441e-08
results_test_static65k,10000,1048576,1,17.139600,1.634559631e-09
results_test_static65k,10000,1048576,2,18.109700,1.727075577e-09
results_test_static65k,10000,1048576,4,19.340600,1.844463348e-09
results_test_static65k,10000,1048576,6,20.958800,1.998786926e-09
results_test_static65k,10000,1048576,8,22.046800,2.102546692e-09
results_test_static65k,10000,1048576,12,26.087500,2.487897873e-09
results_test_static65k,10000,1048576,14,27.095300,2.584009171e-09
results_test_static65k,10000,1048576,16,28.032800,2.673416138e-09
results_test_static65k,10000,1048576,32,30.160500,2.876329422e-09
results_test_static65k,50000,131072,1,10.442100,1.593338013e-09
results_test_static65k,50000,131072,2,7.173800,1.094635010e-09
results_test_static65k,50000,131072,4,4.011030,6.120346069e-10
results_test_static65k,50000,131072,6,4.230620,6.455413818e-10
results_test_static65k,50000,131072,8,4.417550,6.740646362e-10
results_test_static65k,50000,131072,12,5.182410,7.907730103e-10
results_test_static65k,50000,131072,14,5.060150,7.721176147e-10
results_test_static65k,50000,131072,16,5.575990,8.508285522e-10
results_test_static65k,50000,131072,32,9.478680,1.446331787e-09
results_test_static65k,100000,65536,1,10.657700,1.626235962e-09
results_test_static65k,100000,65536,2,5.551520,8.470947266e-10
results_test_static65k,100000,65536,4,4.015950,6.127853394e-10
results_test_static65k,100000,65536,6,2.317860,3.536773682e-10
results_test_static65k,100000,65536,8,2.544270,3.882247925e-10
results_test_static65k,100000,65536,12,2.912150,4.443588257e-10
results_test_static65k,100000,65536,14,2.765590,4.219955444e-10
results_test_static65k,100000,65536,16,2.741630,4.183395386e-10
results_test_static65k,100000,65536,32,4.842830,7.389572144e-10
results_test_static65k,1000000,8192,1,15.642200,1.909448242e-09
results_test_static65k,1000000,8192,2,7.525540,9.186450195e-10
results_test_static65k,1000000,8192,4,4.349040,5.308886719e-10
results_test_static65k,1000000,8192,6,3.618150,4.416687012e-10
results_test_static65k,1000000,8192,8,3.223810,3.935314941e-10
results_test_static65k,1000000,8192,12,1.663420,2.030541992e-10
results_test_static65k,1000000,8192,14,1.425280,1.739843750e-10
results_test_static65k,1000000,8192,16,1.206070,1.472253418e-10
results_test_static65k,1000000,8192,32,1.151420,1.405541992e-10
results_test_static65k,5000000,1024,1,10.601700,2.070644531e-09
results_test_static65k,5000000,1024,2,5.607430,1.095201172e-09
results_test_static65k,5000000,1024,4,3.900580,7.618320313e-10
results_test_static65k,5000000,1024,6,3.730220,7.285585937e-10
results_test_static65k,5000000,1024,8,3.780470,7.383730469e-10
results_test_static65k,5000000,1024,12,7.410940,1.447449219e-09
results_test_static65k,5000000,1024,14,8.667620,1.692894531e-09
results_test_static65k,5000000,1024,16,8.521690,1.664392578e-09
results_test_static65k,5000000,1024,32,6.590430,1.287193359e-09
results_test_static65k,10000000,512,1,10.634000,2.076953125e-09
results_test_static65k,10000000,512,2,6.094780,1.190386719e-09
results_test_static65k,10000000,512,4,3.945180,7.705429688e-10
results_test_static65k,10000000,512,6,3.700160,7.226875000e-10
results_test_static65k,10000000,512,8,3.657590,7.143730469e-10
results_test_static65k,10000000,512,12,6.586690,1.286462891e-09
results_test_static65k,10000000,512,14,7.599010,1.484181641e-09
results_test_static65k,10000000,512,16,6.907390,1.349099609e-09
results_test_static65k,10000000,512,32,9.347810,1.825744141e-09
results_test_static65k,50000000,256,1,27.536900,2.151320312e-09
results_test_static65k,50000000,256,2,14.825100,1.158210937e-09
results_test_static65k,50000000,256,4,10.053800,7.854531250e-10
results_test_static65k,50000000,256,6,9.213050,7.197695313e-10
results_test_static65k,50000000,256,8,8.965170,7.004039063e-10
results_test_static65k,50000000,256,12,11.266700,8.802109375e-10
results_test_static65k,50000000,256,14,10.513300,8.213515625e-10
results_test_static65k,50000000,256,16,10.691800,8.352968750e-10
results_test_static65k,50000000,256,32,11.105000,8.675781250e-10
results_test_static65k,100000000,256,1,56.448900,2.205035156e-09
results_test_static65k,100000000,256,2,32.273000,1.260664063e-09
results_test_static65k,100000000,256,4,20.097400,7.850546875e-10
results_test_static65k,100000000,256,6,18.228700,7.120585937e-10
results_test_static65k,100000000,256,8,17.853100,6.973867188e-10
results_test_static65k,100000000,256,12,20.284800,7.923750000e-10
results_test_static65k,100000000,256,14,20.200400,7.890781250e-10
results_test_static65k,100000000,256,16,19.449500,7.597460937e-10
results_test_static65k,100000000,256,32,18.401700,7.188164063e-10
